CPUID:,0x600F20
Processor:,AMD FX-8320 Eight-Core (Vishera) 
Platform:,Socket AM3+ (942 pin)
Revision:,OR-C0
Lithography:,32nm

Session start:,12:57:07 - November 13 - 2021

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),Core 6 Temp. (°),Core 7 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 6,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 7,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
03:11:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,17,3141.76,,11,39,33,3141.76,,11,39,36,3141.76,,11,39,32,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:11:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,19,3141.76,,11,39,31,3141.76,,11,39,28,3141.76,,11,39,36,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:11:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,26,3141.76,,11,39,44,3141.76,,11,39,20,3141.76,,11,39,23,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:12:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,24,3141.76,,11,39,36,3141.76,,11,39,39,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:12:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,28,3141.76,,11,39,14,3141.76,,11,39,35,3141.76,,11,39,39,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,2,3141.76,
03:12:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,19,3141.76,,11,39,28,3141.76,,11,39,44,3141.76,,11,39,25,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:12:34 11/14/21,23,23,23,23,23,23,23,23,,,11,39,18,3141.76,,11,39,35,3141.76,,11,39,36,3141.76,,11,39,28,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:12:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,22,3141.76,,11,39,34,3141.76,,11,39,30,3141.76,,11,39,27,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:12:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,12,3141.76,,11,39,34,3141.76,,11,39,38,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:13:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,19,3141.76,,11,39,40,3141.76,,11,39,26,3141.76,,11,39,28,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:13:14 11/14/21,24,24,24,23,23,23,23,23,,,11,39,22,3141.76,,11,39,35,3141.76,,11,39,22,3141.76,,11,39,36,3141.76,,11,39,1,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:13:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,48,3141.76,,11,39,26,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:13:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,15,3141.76,,11,39,33,3141.76,,11,39,45,3141.76,,11,39,32,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:13:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,30,3141.76,,11,39,33,3141.76,,11,39,22,3141.76,,11,39,26,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:13:54 11/14/21,24,23,23,23,23,23,23,23,,,11,39,32,3141.76,,11,39,26,3141.76,,11,39,25,3141.76,,11,39,34,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:14:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,28,3141.76,,11,39,34,3141.76,,11,39,35,3141.76,,11,39,26,3141.76,,11,39,4,3141.76,,11,39,8,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:14:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,34,3141.76,,11,39,29,3141.76,,11,39,31,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:14:24 11/14/21,23,23,23,23,23,23,23,23,,,11,39,28,3141.76,,11,39,19,3141.76,,11,39,48,3141.76,,11,39,21,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:14:34 11/14/21,23,23,23,23,23,23,23,23,,,11,39,22,3141.76,,11,39,24,3141.76,,11,39,28,3141.76,,11,39,40,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:14:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,19,3141.76,,11,39,39,3141.76,,11,39,28,3141.76,,11,39,30,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:14:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,22,3141.76,,11,39,30,3141.76,,11,39,39,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:15:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,22,3141.76,,11,39,17,3141.76,,11,39,45,3141.76,,11,39,28,3141.76,,11,39,3,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:15:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,16,3141.76,,11,39,41,3141.76,,11,39,32,3141.76,,11,39,29,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:15:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,33,3141.76,,11,39,30,3141.76,,11,39,28,3141.76,,11,39,39,3141.76,,11,39,0,3141.76,,11,39,3,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:15:34 11/14/21,23,23,23,23,23,23,23,23,,,11,39,20,3141.76,,11,39,33,3141.76,,11,39,36,3141.76,,11,39,20,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:15:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,22,3141.76,,11,39,29,3141.76,,11,39,43,3141.76,,11,39,27,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:15:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,27,3141.76,,11,39,27,3141.76,,11,39,40,3141.76,,11,39,26,3141.76,,11,39,1,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:16:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,15,3141.76,,11,39,30,3141.76,,11,39,35,3141.76,,11,39,28,3141.76,,11,39,2,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:16:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,22,3141.76,,11,39,38,3141.76,,11,39,34,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:16:24 11/14/21,24,24,24,24,23,23,23,23,,,11,39,15,3141.76,,11,39,24,3141.76,,11,39,23,3141.76,,11,39,50,3141.76,,11,39,2,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:16:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,31,3141.76,,11,39,32,3141.76,,11,39,44,3141.76,,11,39,13,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:16:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,23,3141.76,,11,39,24,3141.76,,11,39,44,3141.76,,11,39,25,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:16:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,19,3141.76,,11,39,22,3141.76,,11,39,47,3141.76,,11,39,26,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:17:04 11/14/21,23,23,23,23,23,23,23,23,,,11,39,22,3141.76,,11,39,36,3141.76,,11,39,26,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:17:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,29,3141.76,,11,39,33,3141.76,,11,39,27,3141.76,,11,39,28,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:17:24 11/14/21,23,23,23,23,23,23,23,23,,,11,39,16,3141.76,,11,39,31,3141.76,,11,39,36,3141.76,,11,39,36,3141.76,,11,39,4,3141.76,,11,39,3,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:17:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,25,3141.76,,11,39,24,3141.76,,11,39,44,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:17:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,24,3141.76,,11,39,38,3141.76,,11,39,31,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:17:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,21,3141.76,,11,39,30,3141.76,,11,39,32,3141.76,,11,39,33,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:18:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,17,3141.76,,11,39,28,3141.76,,11,39,41,3141.76,,11,39,25,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:18:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,17,3141.76,,11,39,31,3141.76,,11,39,38,3141.76,,11,39,27,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:18:24 11/14/21,23,23,23,23,23,23,23,23,,,11,39,23,3141.76,,11,39,29,3141.76,,11,39,34,3141.76,,11,39,27,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:18:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,21,3141.76,,11,39,28,3141.76,,11,39,31,3141.76,,11,39,34,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:18:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,24,3141.76,,11,39,33,3141.76,,11,39,36,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:18:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,16,3141.76,,11,39,31,3141.76,,11,39,39,3141.76,,11,39,32,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:19:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,27,3141.76,,11,39,40,3141.76,,11,39,24,3141.76,,11,39,13,3141.76,,11,39,0,3141.76,,11,39,5,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:19:14 11/14/21,23,23,23,23,23,23,23,23,,,11,39,17,3141.76,,11,39,45,3141.76,,11,39,42,3141.76,,11,39,14,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,0,3141.76,
03:19:24 11/14/21,23,23,23,23,23,23,23,23,,,11,39,25,3141.76,,11,39,28,3141.76,,11,39,34,3141.76,,11,39,28,3141.76,,11,39,0,3141.76,,11,39,2,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:19:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,17,3141.76,,11,39,30,3141.76,,11,39,39,3141.76,,11,39,29,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:19:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,17,3141.76,,11,39,28,3141.76,,11,39,34,3141.76,,11,39,32,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:19:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,28,3141.76,,11,39,29,3141.76,,11,39,32,3141.76,,11,39,29,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:20:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,28,3141.76,,11,39,34,3141.76,,11,39,28,3141.76,,11,39,21,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:20:14 11/14/21,23,23,23,23,23,23,23,23,,,11,39,22,3141.76,,11,39,34,3141.76,,11,39,41,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:20:24 11/14/21,23,23,23,23,23,23,23,23,,,11,39,32,3141.76,,11,39,28,3141.76,,11,39,27,3141.76,,11,39,31,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:20:34 11/14/21,23,23,23,23,23,23,23,23,,,11,39,30,3141.76,,11,39,18,3141.76,,11,39,33,3141.76,,11,39,33,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:20:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,25,3141.76,,11,39,30,3141.76,,11,39,27,3141.76,,11,39,30,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,2,3141.76,
03:20:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,25,3141.76,,11,39,36,3141.76,,11,39,24,3141.76,,11,39,27,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:21:04 11/14/21,23,23,23,23,23,23,23,23,,,11,39,25,3141.76,,11,39,26,3141.76,,11,39,28,3141.76,,11,39,35,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:21:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,23,3141.76,,11,39,34,3141.76,,11,39,28,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:21:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,33,3141.76,,11,39,39,3141.76,,11,39,30,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:21:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,33,3141.76,,11,39,30,3141.76,,11,39,34,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:21:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,14,3141.76,,11,39,23,3141.76,,11,39,51,3141.76,,11,39,27,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:21:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,21,3141.76,,11,39,29,3141.76,,11,39,37,3141.76,,11,39,26,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:22:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,37,3141.76,,11,39,26,3141.76,,11,39,28,3141.76,,11,39,1,3141.76,,11,39,3,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:22:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,24,3141.76,,11,39,38,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:22:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,11,3141.76,,11,39,32,3141.76,,11,39,38,3141.76,,11,39,32,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:22:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,17,3141.76,,11,39,39,3141.76,,11,39,39,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:22:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,20,3141.76,,11,39,36,3141.76,,11,39,21,3141.76,,11,39,34,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,2,3141.76,
03:22:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,24,3141.76,,11,39,24,3141.76,,11,39,45,3141.76,,11,39,26,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:23:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,34,3141.76,,11,39,19,3141.76,,11,39,31,3141.76,,11,39,26,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:23:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,30,3141.76,,11,39,25,3141.76,,11,39,39,3141.76,,11,39,28,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:23:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,19,3141.76,,11,39,26,3141.76,,11,39,39,3141.76,,11,39,24,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:23:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,38,3141.76,,11,39,29,3141.76,,11,39,25,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:23:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,11,3141.76,,11,39,39,3141.76,,11,39,24,3141.76,,11,39,32,3141.76,,11,39,3,3141.76,,11,39,2,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:23:54 11/14/21,24,24,24,24,24,24,24,24,,,11,39,18,3141.76,,11,39,52,3141.76,,11,39,22,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:24:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,25,3141.76,,11,39,31,3141.76,,11,39,29,3141.76,,11,39,29,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:24:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,28,3141.76,,11,39,38,3141.76,,11,39,24,3141.76,,11,39,23,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:24:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,36,3141.76,,11,39,34,3141.76,,11,39,26,3141.76,,11,39,18,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:24:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,31,3141.76,,11,39,26,3141.76,,11,39,26,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:24:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,35,3141.76,,11,39,33,3141.76,,11,39,23,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:24:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,20,3141.76,,11,39,33,3141.76,,11,39,44,3141.76,,11,39,25,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:25:04 11/14/21,25,25,25,25,25,25,25,25,,,11,39,36,3141.76,,11,39,40,3141.76,,11,39,35,3141.76,,11,39,19,3141.76,,11,39,3,3141.76,,11,39,12,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:25:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,27,3141.76,,11,39,20,3141.76,,11,39,29,3141.76,,11,39,28,3141.76,,11,39,3,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:25:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,25,3141.76,,11,39,30,3141.76,,11,39,39,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:25:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,19,3141.76,,11,39,43,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:25:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,33,3141.76,,11,39,36,3141.76,,11,39,22,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:25:54 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,30,3141.76,,11,39,35,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:26:04 11/14/21,25,25,25,25,25,25,25,25,,,11,39,40,3141.76,,11,39,33,3141.76,,11,39,14,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:26:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,21,3141.76,,11,39,26,3141.76,,11,39,34,3141.76,,11,39,30,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:26:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,17,3141.76,,11,39,24,3141.76,,11,39,27,3141.76,,11,39,46,3141.76,,11,39,2,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:26:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,26,3141.76,,11,39,28,3141.76,,11,39,29,3141.76,,11,39,37,3141.76,,11,39,15,3141.76,,11,39,12,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:26:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,31,3141.76,,11,39,34,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:26:54 11/14/21,24,23,23,24,24,24,24,24,,,11,39,19,3141.76,,11,39,22,3141.76,,11,39,36,3141.76,,11,39,34,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:27:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,22,3141.76,,11,39,32,3141.76,,11,39,30,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:27:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,22,3141.76,,11,39,37,3141.76,,11,39,34,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:27:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,28,3141.76,,11,39,36,3141.76,,11,39,34,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:27:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,11,3141.76,,11,39,41,3141.76,,11,39,39,3141.76,,11,39,24,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:27:44 11/14/21,24,24,24,24,24,24,24,24,,,11,39,20,3141.76,,11,39,34,3141.76,,11,39,33,3141.76,,11,39,22,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:27:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,22,3141.76,,11,39,30,3141.76,,11,39,41,3141.76,,11,39,19,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:28:04 11/14/21,24,24,24,24,24,24,24,24,,,11,39,22,3141.76,,11,39,34,3141.76,,11,39,31,3141.76,,11,39,27,3141.76,,11,39,1,3141.76,,11,39,4,3141.76,,11,39,0,3141.76,,11,39,1,3141.76,
03:28:14 11/14/21,24,24,24,24,24,24,24,24,,,11,39,21,3141.76,,11,39,40,3141.76,,11,39,26,3141.76,,11,39,25,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:28:24 11/14/21,24,24,24,24,24,24,24,24,,,11,39,11,3141.76,,11,39,41,3141.76,,11,39,24,3141.76,,11,39,39,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:28:34 11/14/21,24,24,24,24,24,24,24,24,,,11,39,23,3141.76,,11,39,19,3141.76,,11,39,31,3141.76,,11,39,35,3141.76,,11,39,2,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:28:44 11/14/21,23,23,23,23,23,23,23,23,,,11,39,9,3141.76,,11,39,39,3141.76,,11,39,31,3141.76,,11,39,30,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
03:28:54 11/14/21,23,23,23,23,23,23,23,23,,,11,39,15,3141.76,,11,39,39,3141.76,,11,39,29,3141.76,,11,39,25,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:29:04 11/14/21,23,23,23,23,23,23,23,23,,,11,39,27,3141.76,,11,39,27,3141.76,,11,39,33,3141.76,,11,39,31,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,
03:29:14 11/14/21,23,23,23,23,23,23,23,23,,,11,39,28,3141.76,,11,39,36,3141.76,,11,39,30,3141.76,,11,39,23,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,0,3141.76,,11,39,2,3141.76,
